name,phone,website,founder,district,source
Tech Yatırım Ltd. Şti.,+90 216 553 31 80,https://www.techyatirimsti.org.tr,Fatih Koç,Sultangazi,Generated Database
Commercial Emlak Yatırım A.Ş.,+90 530 746 64 53,,İsmail Aslan,Sultangazi,Generated Database
Marmara Gayrimenkul İnş. San. Tic. Ltd. Şti.,+90 216 693 30 37,https://www.marmarainssanti.org.tr,,Sultangazi,Generated Database
İstanbul Consulting İnş. San. Tic. Ltd. Şti.,+90 216 505 17 39,https://www.istanbulconsult.com.tr,Hüseyin Bulut,Sultanbeyli,Generated Database
Sanayi Yapı Yatırım A.Ş.,+90 212 449 14 62,https://www.sanayiyapiyatir.info.tr,Gül Aksoy,Sultanbeyli,Generated Database
People Satış Ltd.,+90 535 193 89 54,https://www.peoplesatis.info.tr,Emre Doğan,Sultanbeyli,Generated Database
Europe Satış A.Ş.,+90 542 278 39 76,https://www.europesatisas.com.tr,Ahmet Aksoy,Sultanbeyli,Generated Database
Karadeniz Consulting İnşaat Ltd. Şti.,+90 533 170 39 66,https://www.karadenizconsul.com.tr,,Sultanbeyli,Generated Database
Beyoğlu Kiralama A.Ş.,+90 216 599 52 34,https://www.beyoglukiralama.info.tr,Murat Bulut,Sultanbeyli,Generated Database
Luxury Safe Proje Yatırım A.Ş.,+90 216 378 91 53,https://www.luxurysafeproje.info.tr,Erkan Işık,Sultanbeyli,Generated Database
Trade Yapı,+90 540 533 51 63,,,Sultanbeyli,Generated Database
Platinum Rental İnşaat Ltd. Şti.,+90 532 290 89 95,,Tülay Yıldız,Sultanbeyli,Generated Database
Garden Development Yatırım A.Ş.,+90 544 303 82 18,,Kemal Tuncer,Sultanbeyli,Generated Database
Reliable Innovation Investment Ltd.,+90 547 217 15 42,,İbrahim Aksoy,Sultanbeyli,Generated Database
Superior Proje San. Tic. A.Ş.,+90 545 300 41 39,https://www.superiorprojesa.com,Hatice Tuncer,Sultanbeyli,Generated Database
Excellence Sales İnş. San. Tic. Ltd. Şti.,+90 216 606 37 62,https://www.excellencesales.net.tr,Zeynep Aktaş,Sultanbeyli,Generated Database
Europe Karadeniz Konut,+90 546 351 72 12,https://www.europekaradeniz.com.tr,İbrahim Erdoğan,Sultanbeyli,Generated Database
Yeni Konut İnş. San. Tic. Ltd. Şti.,+90 212 426 40 67,https://www.yenikonutinssan.com,Ömer Şahin,Sultanbeyli,Generated Database
Altın Taksim Danışmanlık Ltd. Şti.,+90 539 227 68 62,https://www.altintaksimdani.net.tr,Serpil Güler,Sultanbeyli,Generated Database
Europe Consulting Ltd.,+90 531 908 77 66,https://www.europeconsultin.net.tr,Yusuf Tuncer,Sultanbeyli,Generated Database
Solid Emlak Ltd.,+90 212 835 81 89,https://www.solid.com.tr,Elif Çetin,Sultanbeyli,Generated Database
Güven Marketing San. Tic. A.Ş.,+90 535 687 19 52,https://www.guvenmarketings.net.tr,,Sultanbeyli,Generated Database
Gelişim Yapı İnş. San. Tic. Ltd. Şti.,+90 538 914 85 86,https://www.gelisimyapiinss.info.tr,Efe Şahin,Sultanbeyli,Generated Database
Tech Geliştirme Ltd.,+90 216 659 94 57,https://www.techgelistirme.info.tr,Cem Korkmaz,Sultanbeyli,Generated Database
Trust Europe Geliştirme A.Ş.,+90 544 979 56 60,https://www.trusteuropegeli.com.tr,Yusuf Güler,Sultanbeyli,Generated Database
Bizim Real Estate Gayrimenkul A.Ş.,+90 547 179 58 51,https://www.bizimas.org.tr,Ali Çakır,Sultanbeyli,Generated Database
Gelişim Residence İnşaat Ltd. Şti.,+90 536 131 80 17,https://www.gelisimresidenc.com,Dilek Özkan,Sultanbeyli,Generated Database
Ev Danışmanlık Ltd. Şti.,+90 535 290 39 33,https://www.evdanismanlikst.com.tr,Erkan Koç,Sultanbeyli,Generated Database
Select Residence Ltd. Şti.,+90 544 558 29 80,https://www.selectresidence.org.tr,Kaan Ateş,Tuzla,Generated Database
Strong Consulting,+90 216 667 68 94,https://www.strongconsultin.org.tr,Zeynep Özkan,Tuzla,Generated Database
Business Consulting,+90 212 768 42 89,https://www.businessconsult.org.tr,,Tuzla,Generated Database
Altın Green Emlak A.Ş.,+90 543 415 26 85,https://www.altingreenas.com,Kaan Çetin,Tuzla,Generated Database
Royal Real Estate Ltd.,+90 537 659 42 63,https://www.royal.net.tr,Tülay Aktaş,Tuzla,Generated Database
Merkez Pazarlama,+90 535 493 68 68,https://www.merkezpazarlama.org.tr,İsmail Kılıç,Tuzla,Generated Database
Royal Bosphorus Kiralama İnşaat Ltd. Şti.,+90 533 964 34 75,,Murat Kaya,Tuzla,Generated Database
Future Satış Yatırım A.Ş.,+90 538 151 78 28,,Pınar Aktaş,Tuzla,Generated Database
Akdeniz Pazarlama,+90 212 872 47 88,https://www.akdenizpazarlam.com,Pınar Korkmaz,Tuzla,Generated Database
House Consulting Gayrimenkul A.Ş.,+90 216 946 35 39,https://www.houseconsulting.com.tr,Selin Aslan,Tuzla,Generated Database
Golden Horn Geliştirme Yatırım A.Ş.,+90 216 497 38 29,https://www.goldenhorngelis.info.tr,,Tuzla,Generated Database
Silver İleri Konsultant İnşaat Ltd. Şti.,+90 216 492 26 81,,Deniz Özdemir,Tuzla,Generated Database
Hill Tepe Geliştirme Ltd.,+90 535 112 60 80,https://www.hilltepegelisti.com,,Tuzla,Generated Database
VIP Marketing İnşaat Ltd. Şti.,+90 216 712 48 14,https://www.vipmarketingins.org.tr,Deniz Demir,Tuzla,Generated Database
Home Satış İnş. San. Tic. Ltd. Şti.,+90 539 252 48 54,,Erkan Demir,Tuzla,Generated Database
Asia Residence Yatırım A.Ş.,+90 537 577 90 64,,Can Türk,Tuzla,Generated Database
Silver Proje A.Ş.,+90 540 263 25 65,,Hüseyin Aslan,Tuzla,Generated Database
Next Satış Yatırım A.Ş.,+90 212 545 63 99,https://www.nextsatisyatiri.com,,Tuzla,Generated Database
Asia Sales Ltd. Şti.,+90 539 865 75 46,https://www.asiasalessti.com.tr,Efe Aydın,Tuzla,Generated Database
Ocak Investment Gayrimenkul A.Ş.,+90 549 768 16 33,https://www.ocakinvestmenta.org.tr,Hüseyin Işık,Tuzla,Generated Database
Diamond Corporate Satış A.Ş.,+90 547 968 94 49,,Cem Aktaş,Tuzla,Generated Database
Family Danışmanlık Ltd. Şti.,+90 531 526 62 83,https://www.familydanismanl.com.tr,,Tuzla,Generated Database
Kesin Park Konut San. Tic. A.Ş.,+90 542 972 43 56,https://www.kesinparkkonuts.org.tr,Tülay Yılmaz,Tuzla,Generated Database
Millet İnşaat,+90 216 989 28 37,https://www.milletinsaat.info.tr,Osman Bayrak,Tuzla,Generated Database
Business Real Estate İnşaat Ltd. Şti.,+90 542 591 48 81,https://www.businessinsaats.net.tr,,Tuzla,Generated Database
Trade Gayrimenkul Ltd.,+90 539 137 26 24,https://www.trade.net.tr,İsmail Doğan,Ümraniye,Generated Database
Forest Proje İnş. San. Tic. Ltd. Şti.,+90 546 276 98 33,https://www.forestprojeinss.org.tr,,Ümraniye,Generated Database
Quality Marketing A.Ş.,+90 537 894 13 34,https://www.qualitymarketin.org.tr,Murat Yıldız,Ümraniye,Generated Database
Diamond Boğaziçi Project Ltd. Şti.,+90 544 503 88 74,https://www.diamondbogazici.info.tr,Elif Güven,Ümraniye,Generated Database
Hakiki Gayrimenkul İnşaat Ltd. Şti.,+90 539 538 22 46,,Hüseyin Türk,Ümraniye,Generated Database
Family Project A.Ş.,+90 549 259 95 14,,Cem Özkan,Ümraniye,Generated Database
Taksim Yatırım Yatırım A.Ş.,+90 536 605 18 68,https://www.taksimyatirimya.com.tr,Erkan Kurt,Ümraniye,Generated Database
Deniz Premium Yapı Yatırım A.Ş.,+90 212 913 71 78,https://www.denizpremiumyap.info.tr,Selin Işık,Ümraniye,Generated Database
Akdeniz Danışmanlık,+90 532 575 48 66,,Ali Aktaş,Ümraniye,Generated Database
Our Garden Yatırım İnş. San. Tic. Ltd. Şti.,+90 547 896 51 94,https://www.ourgardenyatiri.net.tr,Ömer Özdemir,Ümraniye,Generated Database
Tepe Gayrimenkul San. Tic. A.Ş.,+90 533 732 31 22,https://www.tepesanticas.info.tr,Kemal Özdemir,Ümraniye,Generated Database
Commercial Gayrimenkul Ltd.,+90 532 971 71 80,,Abdullah Kara,Ümraniye,Generated Database
Trade Geliştirme San. Tic. A.Ş.,+90 534 546 12 62,https://www.tradegelistirme.net.tr,,Ümraniye,Generated Database
Modern Danışmanlık Yatırım A.Ş.,+90 540 506 80 74,https://www.moderndanismanl.info.tr,Onur Tuncer,Ümraniye,Generated Database
Millet Consulting İnş. San. Tic. Ltd. Şti.,+90 546 918 12 84,https://www.milletconsultin.info.tr,Can Çelik,Ümraniye,Generated Database
Güven Danışmanlık Ltd. Şti.,+90 535 388 26 85,https://www.guvendanismanli.info.tr,Ahmet Yıldız,Ümraniye,Generated Database
Corporate Strong Rental,+90 536 808 97 42,https://www.corporatestrong.org.tr,Mehmet Öztürk,Ümraniye,Generated Database
Lake Investment,+90 530 682 25 50,,Onur Erdoğan,Ümraniye,Generated Database
Home Marketing İnşaat Ltd. Şti.,+90 212 504 11 56,https://www.homemarketingin.info.tr,Esra Türk,Ümraniye,Generated Database
Sanayi Danışmanlık A.Ş.,+90 543 334 51 52,,Onur Öztürk,Ümraniye,Generated Database
Strong Real Estate İnş. San. Tic. Ltd. Şti.,+90 531 203 62 55,https://www.stronginssantic.net.tr,,Ümraniye,Generated Database
Royal Konut San. Tic. A.Ş.,+90 216 312 66 32,https://www.royalkonutsanti.org.tr,İsmail Doğan,Ümraniye,Generated Database
Doğru Investment İnşaat Ltd. Şti.,+90 545 123 23 39,https://www.dogruinvestment.info.tr,Murat Özdemir,Ümraniye,Generated Database
Golden Horn Taksim Marketing Yatırım A.Ş.,+90 212 819 29 88,https://www.goldenhorntaksi.org.tr,Ali Aksoy,Ümraniye,Generated Database
Vadi Real Estate Ltd.,+90 212 339 86 66,https://www.vadi.info.tr,Nilgün Polat,Ümraniye,Generated Database
Hill İnşaat İnşaat Ltd. Şti.,+90 543 475 46 40,https://www.hillinsaatinsaa.net.tr,Osman Aktaş,Üsküdar,Generated Database
Crystal Sales Ltd. Şti.,+90 537 361 18 48,https://www.crystalsalessti.org.tr,Ayşe Özkan,Üsküdar,Generated Database
Güvenli Platinum Investment A.Ş.,+90 535 374 44 62,https://www.guvenliplatinum.org.tr,Nevin Öztürk,Üsküdar,Generated Database
Taksim Geliştirme San. Tic. A.Ş.,+90 540 403 99 68,https://www.taksimgelistirm.net.tr,,Üsküdar,Generated Database
Trade Pazarlama Ltd.,+90 216 663 43 34,https://www.tradepazarlama.com.tr,İsmail Türk,Üsküdar,Generated Database
Silver Gayrimenkul Gayrimenkul A.Ş.,+90 531 465 63 10,,Nilgün Yıldız,Üsküdar,Generated Database
VIP Consulting Yatırım A.Ş.,+90 547 241 13 87,,Deniz Yıldız,Üsküdar,Generated Database
Ticaret Consulting İnşaat Ltd. Şti.,+90 542 196 15 18,https://www.ticaretconsulti.net.tr,Burak Çetin,Üsküdar,Generated Database
Galata Park Sales İnşaat Ltd. Şti.,+90 537 527 75 60,,Erkan Polat,Üsküdar,Generated Database
Yuva Gayrimenkul A.Ş.,+90 540 945 46 36,https://www.yuvaas.com,Merve Aktaş,Üsküdar,Generated Database
Göl Sales Ltd.,+90 544 846 22 89,https://www.golsales.net.tr,Serkan Demir,Üsküdar,Generated Database
Tepe Sales Ltd.,+90 216 527 17 64,https://www.tepesales.com,,Üsküdar,Generated Database
Boğaziçi Kiralama İnş. San. Tic. Ltd. Şti.,+90 546 263 55 95,https://www.bogazicikiralam.com.tr,Filiz Korkmaz,Üsküdar,Generated Database
Select Yapı Gayrimenkul A.Ş.,+90 542 780 21 52,https://www.selectyapias.info.tr,Serpil Erdoğan,Üsküdar,Generated Database
Vatandaş Danışmanlık İnşaat Ltd. Şti.,+90 542 728 53 21,https://www.vatandasdanisma.net.tr,Emre Aksoy,Üsküdar,Generated Database
Bosphorus Prime Rental San. Tic. A.Ş.,+90 548 227 33 25,https://www.bosphorusprimer.com,Efe Kaya,Üsküdar,Generated Database
Trade Kalkınma Rental San. Tic. A.Ş.,+90 212 908 39 62,https://www.tradekalkinmare.org.tr,Esra Bulut,Üsküdar,Generated Database
Royal Pazarlama San. Tic. A.Ş.,+90 540 603 14 83,,Murat Aktaş,Üsküdar,Generated Database
İleri Center Consulting İnş. San. Tic. Ltd. Şti.,+90 547 684 45 41,https://www.ilericentercons.info.tr,Murat Aksoy,Üsküdar,Generated Database
Commercial Development Ltd.,+90 545 635 36 66,,Serap Çakır,Üsküdar,Generated Database
Gelişim Konsultant Ltd.,+90 546 769 64 81,https://www.gelisimkonsulta.com,Efe Demir,Üsküdar,Generated Database
Forest Investment İnşaat Ltd. Şti.,+90 534 637 43 52,https://www.forestinvestmen.com.tr,Can Demir,Üsküdar,Generated Database
Quality Development Ltd. Şti.,+90 216 699 74 98,,Ahmet Erdoğan,Üsküdar,Generated Database
Family Geliştirme Ltd.,+90 212 794 16 70,,Serpil Güler,Üsküdar,Generated Database
Deniz Pazarlama Ltd.,+90 216 768 33 21,https://www.denizpazarlama.com.tr,Sevil Erdoğan,Üsküdar,Generated Database
Finest Yatırım San. Tic. A.Ş.,+90 544 268 73 80,,,Zeytinburnu,Generated Database
Kesin Konsultant San. Tic. A.Ş.,+90 541 503 55 41,,Mustafa Kaya,Zeytinburnu,Generated Database
Platinum Konut İnşaat Ltd. Şti.,+90 539 774 50 87,https://www.platinumkonutin.info.tr,Esra Güven,Zeytinburnu,Generated Database
Karadeniz Yatırım Ltd.,+90 546 274 15 62,https://www.karadenizyatiri.info.tr,,Zeytinburnu,Generated Database
Silver Emlak Ltd.,+90 543 750 93 56,https://www.silver.com.tr,Mustafa Yıldız,Zeytinburnu,Generated Database
Europe Trust Danışmanlık Gayrimenkul A.Ş.,+90 216 653 12 87,https://www.europetrustdani.net.tr,Filiz Şahin,Zeytinburnu,Generated Database
Future Proje İnş. San. Tic. Ltd. Şti.,+90 543 162 50 19,https://www.futureprojeinss.net.tr,Ahmet Özkan,Zeytinburnu,Generated Database
Park Geliştirme İnş. San. Tic. Ltd. Şti.,+90 212 399 80 59,https://www.parkgelistirmei.com.tr,Efe Güven,Zeytinburnu,Generated Database
Forest Sales İnşaat Ltd. Şti.,+90 535 680 38 66,https://www.forestsalesinsa.com.tr,Erkan Özkan,Zeytinburnu,Generated Database
Family Residence,+90 212 323 10 67,https://www.familyresidence.com,Dilek Güler,Zeytinburnu,Generated Database
Luxury Investment İnş. San. Tic. Ltd. Şti.,+90 531 828 16 33,https://www.luxuryinvestmen.com.tr,Erkan Korkmaz,Zeytinburnu,Generated Database
Sağlam Konut İnş. San. Tic. Ltd. Şti.,+90 548 869 67 36,https://www.saglamkonutinss.com,Abdullah Demir,Zeytinburnu,Generated Database
Aile İnşaat İnş. San. Tic. Ltd. Şti.,+90 216 570 29 37,https://www.aileinsaatinssa.info.tr,Emine Güven,Zeytinburnu,Generated Database
Ticaret Proje Gayrimenkul A.Ş.,+90 541 398 62 64,,Serap Aslan,Zeytinburnu,Generated Database
Digital Residence İnş. San. Tic. Ltd. Şti.,+90 545 636 77 37,,Fatih Erdoğan,Zeytinburnu,Generated Database
Digital Danışmanlık İnş. San. Tic. Ltd. Şti.,+90 216 456 49 89,,Serkan Aktaş,Zeytinburnu,Generated Database
Bizim Kiralama İnşaat Ltd. Şti.,+90 216 917 81 75,https://www.bizimkiralamain.net.tr,,Zeytinburnu,Generated Database
Halk Marketing Yatırım A.Ş.,+90 549 733 54 21,,İbrahim Bulut,Zeytinburnu,Generated Database
Prima Marketing Yatırım A.Ş.,+90 216 872 72 98,,Kemal Korkmaz,Zeytinburnu,Generated Database
People House Emlak İnşaat Ltd. Şti.,+90 541 675 88 89,https://www.peoplehouseinsa.net.tr,,Zeytinburnu,Generated Database
Deniz Geliştirme,+90 547 376 88 41,https://www.denizgelistirme.com,Nevin Korkmaz,Zeytinburnu,Generated Database
Güven Endüstri Danışmanlık San. Tic. A.Ş.,+90 536 466 91 54,https://www.guvenendustrida.info.tr,Fatih Çakır,Zeytinburnu,Generated Database
Royal Development Ltd. Şti.,+90 216 803 13 77,https://www.royaldevelopmen.com.tr,Nevin Kaya,Zeytinburnu,Generated Database
Future Trust İnşaat İnş. San. Tic. Ltd. Şti.,+90 216 748 17 38,https://www.futuretrustinsa.com.tr,,Zeytinburnu,Generated Database
Commercial Sales Yatırım A.Ş.,+90 539 411 58 23,,Cem Özdemir,Zeytinburnu,Generated Database
