name,phone,website,email,email_verification,founder,district,source,email_source
Prestij Development San. Tic. A.Ş.,+90 548 719 45 21,https://www.prestijdevelopm.net.tr,istanbul.satis@prestijdevelopm.net.tr,BAD,Emre Kılıç,Bakırköy,Generated Database,Generated
Crown Residence A.Ş.,+90 538 549 80 72,https://www.crownresidencea.info.tr,general@crownresidencea.info.tr,BAD,Zeynep Öztürk,Bakırköy,Generated Database,Generated
Modern İleriye Konsultant Gayrimenkul A.Ş.,+90 549 709 83 76,https://www.modernileriyeko.info.tr,gayrimenkul@modernileriyeko.info.tr,BAD,Efe Ateş,Bakırköy,Generated Database,Generated
Endüstri Proje,+90 216 625 61 28,https://www.endustriproje.info.tr,service@endustriproje.info.tr,BAD,Erkan Korkmaz,Bakırköy,Generated Database,Generated
Yeşil Konsultant Yatırım A.Ş.,+90 212 788 32 12,,mudur@yesilkonsultant.net.tr,BAD,Fatih Kara,Bakırköy,Generated Database,Generated
Güven Home Konut İnşaat Ltd. Şti.,+90 538 237 69 41,,info.ist@guvenhomekonuti.org.tr,BAD,Mustafa Doğan,Bakırköy,Generated Database,Generated
Ege Yatırım,+90 549 315 98 72,https://www.egeyatirim.net.tr,istanbul.consultant@egeyatirim.net.tr,BAD,Selin Kaya,Bakırköy,Generated Database,Generated
Innovation Proje A.Ş.,+90 536 803 12 20,https://www.innovationproje.com,contact@innovationproje.com,BAD,Deniz Demir,Bakırköy,Generated Database,Generated
Gelişim Luxury Consulting,+90 541 637 22 36,https://www.gelisimluxuryco.com.tr,destek1@gelisimluxuryco.com.tr,BAD,Serkan Doğan,Bakırköy,Generated Database,Generated
Innovation Prima Konsultant San. Tic. A.Ş.,+90 542 348 34 83,,satis@innovationprima.com,BAD,Filiz Bayrak,Bakırköy,Generated Database,Generated
Finest Real Estate,+90 545 732 44 84,https://www.finest.com.tr,general@finest.com.tr,BAD,Deniz Kara,Bağcılar,Generated Database,Generated
Select İleriye Marketing A.Ş.,+90 535 941 79 61,,destek@selectileriyema.org.tr,BAD,Serpil Kılıç,Bakırköy,Generated Database,Generated
Sanayi Gold Konsultant,+90 533 916 44 85,https://www.sanayigoldkonsu.com,customer@sanayigoldkonsu.com,BAD,Kaan Polat,Bakırköy,Generated Database,Generated
Yeni Pazarlama Ltd.,+90 531 924 88 69,https://www.yenipazarlama.org.tr,istanbul.iletisim@yenipazarlama.org.tr,BAD,Serap Aslan,Bakırköy,Generated Database,Generated
Kalkınma Consulting Gayrimenkul A.Ş.,+90 536 182 31 31,https://www.kalkinmaconsult.com.tr,destek@kalkinmaconsult.com.tr,BAD,,Bakırköy,Generated Database,Generated
Future Home Investment Ltd. Şti.,+90 539 986 35 53,,genel.ist@futurehomesti.com,BAD,Erkan Işık,Bakırköy,Generated Database,Generated
Green Kiralama İnş. San. Tic. Ltd. Şti.,+90 547 923 11 68,,support@greenkiralamain.com,BAD,Mustafa Güven,Bakırköy,Generated Database,Generated
Center Geliştirme İnşaat Ltd. Şti.,+90 547 979 21 89,https://www.centergelistirm.com,bilgi@centergelistirm.com,BAD,Abdullah Kaya,Bakırköy,Generated Database,Generated
Quality Residence Ltd. Şti.,+90 548 982 68 49,https://www.qualityresidenc.com.tr,consultant@qualityresidenc.com.tr,BAD,,Bakırköy,Generated Database,Generated
Bizim Danışmanlık,+90 212 841 84 56,https://www.bizimdanismanli.com.tr,servis.ist@bizimdanismanli.com.tr,BAD,,Bakırköy,Generated Database,Generated
Ege Emlak Yatırım A.Ş.,+90 539 628 37 29,https://www.egeyatirimas.info.tr,gayrimenkul@egeyatirimas.info.tr,BAD,Cem Aydın,Bakırköy,Generated Database,Generated
Finest Sales,+90 216 392 95 28,https://www.finestsales.com.tr,direktor1@finestsales.com.tr,BAD,,Bakırköy,Generated Database,Generated
Emin Consulting İnşaat Ltd. Şti.,+90 548 315 47 83,https://www.eminconsultingi.com.tr,ofis@eminconsultingi.com.tr,BAD,,Başakşehir,Generated Database,Generated
İstanbul Consulting A.Ş.,+90 212 724 94 85,https://www.istanbulconsult.com.tr,genel@istanbulconsult.com.tr,BAD,,Başakşehir,Generated Database,Generated
Crown Proje San. Tic. A.Ş.,+90 532 521 60 81,https://www.crownprojesanti.info.tr,info.tr@crownprojesanti.info.tr,BAD,Sevil Güler,Başakşehir,Generated Database,Generated
Vatandaş Sales Yatırım A.Ş.,+90 539 808 76 18,https://www.vatandassalesya.org.tr,direktor@vatandassalesya.org.tr,BAD,Hasan Çelik,Başakşehir,Generated Database,Generated
Vadi Gayrimenkul Gayrimenkul A.Ş.,+90 543 427 78 81,https://www.vadias.org.tr,manager@vadias.org.tr,BAD,Dilek Şahin,Başakşehir,Generated Database,Generated
Karadeniz Yatırım,+90 542 452 16 76,https://www.karadenizyatiri.org.tr,destek@karadenizyatiri.org.tr,BAD,Elif Güven,Başakşehir,Generated Database,Generated
İleriye Smart Real Estate Gayrimenkul A.Ş.,+90 212 368 15 20,https://www.ileriyesmartas.org.tr,sales@ileriyesmartas.org.tr,BAD,Fatih Güler,Başakşehir,Generated Database,Generated
Yeşil Emlak,+90 544 634 67 70,,info@yesil.net.tr,BAD,Serkan Çelik,Başakşehir,Generated Database,Generated
Boğaziçi Yatırım Ltd. Şti.,+90 530 621 50 34,https://www.bogaziciyatirim.net.tr,office@bogaziciyatirim.net.tr,BAD,Serkan Polat,Başakşehir,Generated Database,Generated
Tepe Satış,+90 530 386 62 48,https://www.tepesatis.com.tr,admin@tepesatis.com.tr,BAD,Deniz Doğan,Başakşehir,Generated Database,Generated
Ev Danışmanlık İnşaat Ltd. Şti.,+90 212 925 80 88,https://www.evdanismanlikin.info.tr,genel.ist@evdanismanlikin.info.tr,BAD,Serpil Ateş,Başakşehir,Generated Database,Generated
İleriye Merkez Residence A.Ş.,+90 532 274 90 97,,direktor@ileriyemerkezre.com,BAD,Can Aksoy,Başakşehir,Generated Database,Generated
Vatandaş Marketing Gayrimenkul A.Ş.,+90 543 559 34 47,https://www.vatandasmarketi.info.tr,istanbul.ofis@vatandasmarketi.info.tr,BAD,Serkan Yıldız,Başakşehir,Generated Database,Generated
Reliable Consulting,+90 549 796 59 49,https://www.reliableconsult.org.tr,istanbul.satis@reliableconsult.org.tr,BAD,,Bakırköy,Generated Database,Generated
Future Yatırım A.Ş.,+90 534 582 89 67,https://www.futureyatirimas.net.tr,director@futureyatirimas.net.tr,BAD,Deniz Çetin,Başakşehir,Generated Database,Generated
Hill Consulting Ltd.,+90 212 793 78 87,,office@hill.info.tr,BAD,Hasan Polat,Başakşehir,Generated Database,Generated
Güvenli Prestij Development Yatırım A.Ş.,+90 538 807 76 34,https://www.guvenliprestijd.com,service@guvenliprestijd.com,BAD,,Başakşehir,Generated Database,Generated
Next Pazarlama İnşaat Ltd. Şti.,+90 212 536 97 72,https://www.nextpazarlamain.com.tr,manager@nextpazarlamain.com.tr,BAD,Cem Arslan,Başakşehir,Generated Database,Generated
Emin River İnşaat Yatırım A.Ş.,+90 534 137 12 97,,servis@eminriverinsaat.com.tr,BAD,Deniz Çakır,Başakşehir,Generated Database,Generated
Altın Yeşil Kiralama Ltd. Şti.,+90 536 996 61 17,https://www.altinyesilkiral.com.tr,emlak@altinyesilkiral.com.tr,BAD,Murat Şahin,Başakşehir,Generated Database,Generated
Ticaret Project Ltd. Şti.,+90 540 179 42 16,,customer@ticaretprojects.info.tr,BAD,Dilek Kara,Başakşehir,Generated Database,Generated
Center Real Estate İnşaat Ltd. Şti.,+90 212 723 82 87,https://www.centerinsaatsti.org.tr,director.ist@centerinsaatsti.org.tr,BAD,,Başakşehir,Generated Database,Generated
Safe Geliştirme Ltd.,+90 549 140 75 25,,destek@safegelistirme.net.tr,BAD,Tülay Erdoğan,Başakşehir,Generated Database,Generated
Innovation Residence San. Tic. A.Ş.,+90 534 737 93 23,,satis@innovationresid.com.tr,BAD,,Başakşehir,Generated Database,Generated
Crystal Asia Geliştirme Gayrimenkul A.Ş.,+90 540 602 85 30,https://www.crystalasiageli.com,consultant.ist@crystalasiageli.com,BAD,,Başakşehir,Generated Database,Generated
Business Proje Ltd.,+90 543 693 40 44,,istanbul.satis@businessproje.net.tr,BAD,Fatih Aslan,Başakşehir,Generated Database,Generated
Taksim Pazarlama Ltd. Şti.,+90 545 312 81 65,https://www.taksimpazarlama.net.tr,office@taksimpazarlama.net.tr,BAD,İsmail Çelik,Başakşehir,Generated Database,Generated
Sanayi Modern Yapı İnşaat Ltd. Şti.,+90 216 617 19 71,https://www.sanayimodernyap.com,service@sanayimodernyap.com,BAD,Serap Işık,Bayrampaşa,Generated Database,Generated
Commercial Kiralama Ltd. Şti.,+90 545 904 88 61,https://www.commercialkiral.net.tr,iletisim1@commercialkiral.net.tr,BAD,,Bayrampaşa,Generated Database,Generated
Solid Development A.Ş.,+90 212 469 20 46,https://www.soliddevelopmen.org.tr,ist.emlak@soliddevelopmen.org.tr,BAD,Deniz Koç,Bayrampaşa,Generated Database,Generated
Ev Gayrimenkul Ltd.,+90 540 760 78 71,https://www.evemlak.com.tr,consultant@evemlak.com.tr,BAD,Emre Korkmaz,Bayrampaşa,Generated Database,Generated
Corporate Konsultant Yatırım A.Ş.,+90 535 275 23 32,https://www.corporatekonsul.com.tr,ofis@corporatekonsul.com.tr,BAD,Efe Korkmaz,Bayrampaşa,Generated Database,Generated
Diamond Marketing Gayrimenkul A.Ş.,+90 216 748 40 36,,manager@diamondmarketin.com,BAD,Kaan Şahin,Bayrampaşa,Generated Database,Generated
Diamond Pazarlama San. Tic. A.Ş.,+90 531 396 75 24,https://www.diamondpazarlam.com.tr,admin@diamondpazarlam.com.tr,BAD,Ömer Aslan,Bayrampaşa,Generated Database,Generated
Royal Kiralama Ltd. Şti.,+90 534 306 20 48,https://www.royalkiralamast.info.tr,destek@royalkiralamast.info.tr,BAD,,Bayrampaşa,Generated Database,Generated
Korporat Project San. Tic. A.Ş.,+90 216 593 39 32,,general@korporatproject.com,BAD,,Bayrampaşa,Generated Database,Generated
Aile Development Ltd. Şti.,+90 534 828 60 53,https://www.ailedevelopment.org.tr,istanbul.gayrimenkul@ailedevelopment.org.tr,BAD,Hatice Özkan,Bayrampaşa,Generated Database,Generated
Sağlam Emlak Yatırım A.Ş.,+90 212 382 62 41,https://www.saglamyatirimas.org.tr,genel@saglamyatirimas.org.tr,BAD,,Bayrampaşa,Generated Database,Generated
Secure Marketing San. Tic. A.Ş.,+90 212 420 16 95,https://www.securemarketing.net.tr,gayrimenkul@securemarketing.net.tr,BAD,Efe Demir,Bayrampaşa,Generated Database,Generated
Forest Real Estate Ltd. Şti.,+90 530 210 58 96,https://www.foreststi.org.tr,mudur@foreststi.org.tr,BAD,,Bayrampaşa,Generated Database,Generated
Innovation Geliştirme A.Ş.,+90 538 532 27 44,,satis@innovationgelis.net.tr,BAD,Erkan Çakır,Bayrampaşa,Generated Database,Generated
Digital Konut,+90 216 970 14 22,https://www.digitalkonut.com,office@digitalkonut.com,BAD,Ali Polat,Bayrampaşa,Generated Database,Generated
Valley Proje Ltd.,+90 548 932 45 47,https://www.valleyproje.org.tr,direktor@valleyproje.org.tr,BAD,Mustafa Koç,Bayrampaşa,Generated Database,Generated
İleri Gayrimenkul Yatırım A.Ş.,+90 533 763 51 95,https://www.ileriyatirimas.info.tr,ofis1@ileriyatirimas.info.tr,BAD,Ömer Yılmaz,Bayrampaşa,Generated Database,Generated
Prime Gayrimenkul Yatırım A.Ş.,+90 534 344 86 99,https://www.primeyatirimas.com.tr,destek@primeyatirimas.com.tr,BAD,Murat Kılıç,Bayrampaşa,Generated Database,Generated
Europe Yatırım,+90 216 722 79 89,https://www.europeyatirim.info.tr,gayrimenkul@europeyatirim.info.tr,BAD,Fatih Kurt,Bayrampaşa,Generated Database,Generated
Millet Deniz Konsultant,+90 212 845 75 28,https://www.milletdenizkons.com,consultant@milletdenizkons.com,BAD,Merve Aslan,Bayrampaşa,Generated Database,Generated
Modern Altın Rental Gayrimenkul A.Ş.,+90 534 971 24 51,https://www.modernaltinrent.info.tr,consultant@modernaltinrent.info.tr,BAD,,Bayrampaşa,Generated Database,Generated
Kalkınma Marketing A.Ş.,+90 216 739 84 60,,iletisim@kalkinmamarketi.net.tr,BAD,,Bayrampaşa,Generated Database,Generated
Trade Gayrimenkul,+90 212 826 15 88,https://www.trade.com.tr,danisan@trade.com.tr,BAD,Elif Aydın,Ataşehir,Generated Database,Generated
Nehir Yatırım Yatırım A.Ş.,+90 540 758 95 83,https://www.nehiryatirimyat.com,customer.tr@nehiryatirimyat.com,BAD,Gülay Aydın,Bayrampaşa,Generated Database,Generated
Boğaziçi River Consulting Ltd. Şti.,+90 216 464 16 97,https://www.bogaziciriverco.com,satis@bogaziciriverco.com,BAD,Sibel Ateş,Bayrampaşa,Generated Database,Generated
River Proje Gayrimenkul A.Ş.,+90 533 213 74 57,https://www.riverprojeas.info.tr,admin@riverprojeas.info.tr,BAD,Nevin Çakır,Bayrampaşa,Generated Database,Generated
People Investment İnş. San. Tic. Ltd. Şti.,+90 216 340 33 56,https://www.peopleinvestmen.com.tr,iletisim@peopleinvestmen.com.tr,BAD,Hasan Yıldız,Beşiktaş,Generated Database,Generated
House Marketing Gayrimenkul A.Ş.,+90 534 746 15 88,https://www.housemarketinga.com,consultant@housemarketinga.com,BAD,,Beşiktaş,Generated Database,Generated
Gold Danışmanlık Gayrimenkul A.Ş.,+90 530 108 71 90,,servis@golddanismanlik.com,BAD,Emre Arslan,Beşiktaş,Generated Database,Generated
Digital Consulting,+90 535 765 25 97,https://www.digitalconsulti.info.tr,gayrimenkul@digitalconsulti.info.tr,BAD,,Beşiktaş,Generated Database,Generated
Finest İnşaat İnşaat Ltd. Şti.,+90 544 436 48 46,https://www.finestinsaatins.net.tr,direktor@finestinsaatins.net.tr,BAD,Kemal Aydın,Beşiktaş,Generated Database,Generated
House Investment Ltd. Şti.,+90 540 988 95 39,https://www.houseinvestment.info.tr,gayrimenkul@houseinvestment.info.tr,BAD,,Beşiktaş,Generated Database,Generated
Commercial Geliştirme San. Tic. A.Ş.,+90 212 824 67 80,https://www.commercialgelis.net.tr,general@commercialgelis.net.tr,BAD,,Beşiktaş,Generated Database,Generated
Vadi Konut Ltd. Şti.,+90 216 922 81 33,https://www.vadikonutsti.com.tr,satis.ist@vadikonutsti.com.tr,BAD,Ömer Yılmaz,Beşiktaş,Generated Database,Generated
Business Konsultant Yatırım A.Ş.,+90 541 739 26 26,,sales@businesskonsult.org.tr,BAD,Abdullah Erdoğan,Beşiktaş,Generated Database,Generated
Sea Millet Consulting İnşaat Ltd. Şti.,+90 538 858 54 77,https://www.seamilletconsul.org.tr,danisan@seamilletconsul.org.tr,BAD,Zeynep Aydın,Beşiktaş,Generated Database,Generated
Anadolu Satış San. Tic. A.Ş.,+90 212 492 27 68,https://www.anadolusatissan.org.tr,gayrimenkul@anadolusatissan.org.tr,BAD,Onur Kara,Beşiktaş,Generated Database,Generated
Royal Göl Sales Ltd. Şti.,+90 546 171 34 63,https://www.royalgolsalesst.info.tr,iletisim@royalgolsalesst.info.tr,BAD,Deniz Şahin,Beşiktaş,Generated Database,Generated
Güvenli Pazarlama Gayrimenkul A.Ş.,+90 535 514 29 61,https://www.guvenlipazarlam.com,service@guvenlipazarlam.com,BAD,Pınar Yıldız,Beşiktaş,Generated Database,Generated
Tech Sağlam Pazarlama İnş. San. Tic. Ltd. Şti.,+90 533 802 71 63,,genel1@techsaglampazar.net.tr,BAD,,Beşiktaş,Generated Database,Generated
Göl Investment İnş. San. Tic. Ltd. Şti.,+90 216 462 92 96,https://www.golinvestmentin.com.tr,direktor1@golinvestmentin.com.tr,BAD,,Beşiktaş,Generated Database,Generated
Tepe Proje San. Tic. A.Ş.,+90 547 794 13 75,https://www.tepeprojesantic.com.tr,sales@tepeprojesantic.com.tr,BAD,İbrahim Koç,Beşiktaş,Generated Database,Generated
Kesin Geliştirme Ltd. Şti.,+90 212 828 51 99,https://www.kesingelistirme.com,emlak@kesingelistirme.com,BAD,İbrahim Yılmaz,Beşiktaş,Generated Database,Generated
Orman Konsultant İnşaat Ltd. Şti.,+90 548 855 14 99,https://www.ormankonsultant.com.tr,director@ormankonsultant.com.tr,BAD,Ali Kurt,Beşiktaş,Generated Database,Generated
River Residence,+90 535 235 20 40,https://www.riverresidence.info.tr,consultant.ist@riverresidence.info.tr,BAD,Kemal Kaya,Beşiktaş,Generated Database,Generated
Prime Altın Yatırım Gayrimenkul A.Ş.,+90 543 687 17 43,https://www.primealtinyatir.net.tr,istanbul.iletisim@primealtinyatir.net.tr,BAD,Abdullah Doğan,Beşiktaş,Generated Database,Generated
VIP Investment İnşaat Ltd. Şti.,+90 216 917 92 11,https://www.vipinvestmentin.org.tr,mudur@vipinvestmentin.org.tr,BAD,,Beşiktaş,Generated Database,Generated
Sanayi Emlak İnşaat Ltd. Şti.,+90 534 125 19 11,,info@sanayiinsaatsti.info.tr,BAD,Sibel Kılıç,Beşiktaş,Generated Database,Generated
Quality Development,+90 545 541 30 13,https://www.qualitydevelopm.com.tr,office@qualitydevelopm.com.tr,BAD,Zeynep Korkmaz,Beşiktaş,Generated Database,Generated
Luxury Yapı Ltd.,+90 546 102 72 82,https://www.luxuryyapi.org.tr,emlak@luxuryyapi.org.tr,BAD,Erkan Çakır,Beşiktaş,Generated Database,Generated
Hill Sales A.Ş.,+90 545 731 63 80,https://www.hillsalesas.info.tr,manager@hillsalesas.info.tr,BAD,Hüseyin Aslan,Beşiktaş,Generated Database,Generated
Galata Yapı Yatırım A.Ş.,+90 531 710 64 40,https://www.galatayapiyatir.info.tr,bilgi@galatayapiyatir.info.tr,BAD,Burak Aslan,Beşiktaş,Generated Database,Generated
Safe Digital Proje Ltd. Şti.,+90 545 441 77 80,https://www.safedigitalproj.org.tr,emlak@safedigitalproj.org.tr,BAD,Esra Arslan,Beşiktaş,Generated Database,Generated
Home Development İnş. San. Tic. Ltd. Şti.,+90 531 305 78 98,https://www.homedevelopment.info.tr,bilgi.ist@homedevelopment.info.tr,BAD,,Beykoz,Generated Database,Generated
Park Danışmanlık A.Ş.,+90 531 752 83 78,,mudur@parkdanismanlik.com.tr,BAD,İsmail Bulut,Beykoz,Generated Database,Generated
Future Satış Ltd. Şti.,+90 536 826 54 52,https://www.futuresatissti.com,director@futuresatissti.com,BAD,Burak Bulut,Beykoz,Generated Database,Generated
Smart Proje Ltd. Şti.,+90 216 872 62 21,,contact@smartprojesti.info.tr,BAD,,Beykoz,Generated Database,Generated
Endüstri Elite Proje Yatırım A.Ş.,+90 212 456 94 75,,general@endustrielitepr.net.tr,BAD,Murat Çelik,Beykoz,Generated Database,Generated
Platinum Kiralama Ltd. Şti.,+90 530 295 44 80,https://www.platinumkiralam.org.tr,ist.customer@platinumkiralam.org.tr,BAD,Onur Erdoğan,Beykoz,Generated Database,Generated
Crystal Konut Ltd.,+90 544 862 93 70,https://www.crystalkonut.com.tr,general.tr@crystalkonut.com.tr,BAD,Ahmet Özkan,Beykoz,Generated Database,Generated
VIP Marketing San. Tic. A.Ş.,+90 536 271 52 83,https://www.vipmarketingsan.org.tr,support@vipmarketingsan.org.tr,BAD,,Beykoz,Generated Database,Generated
Select Asia Investment Ltd. Şti.,+90 212 535 21 54,https://www.selectasiainves.net.tr,customer@selectasiainves.net.tr,BAD,Murat Çetin,Beykoz,Generated Database,Generated
People Consulting Ltd.,+90 542 828 49 46,https://www.peopleconsultin.org.tr,ofis@peopleconsultin.org.tr,BAD,Mehmet Korkmaz,Beykoz,Generated Database,Generated
Yuva Proje İnşaat Ltd. Şti.,+90 536 752 21 20,,istanbul.satis@yuvaprojeinsaat.info.tr,BAD,Emre Yılmaz,Beykoz,Generated Database,Generated
Green Crown Emlak İnş. San. Tic. Ltd. Şti.,+90 548 863 99 82,,office@greencrowninsst.info.tr,BAD,Hasan Şahin,Beykoz,Generated Database,Generated
Karadeniz Pazarlama Ltd.,+90 539 787 81 24,,support@karadenizpazarl.info.tr,BAD,Serkan Arslan,Beykoz,Generated Database,Generated
Modern Gayrimenkul,+90 537 809 22 82,https://www.modern.net.tr,mudur@modern.net.tr,BAD,Hacer Arslan,Bayrampaşa,Generated Database,Generated
Aile Konut,+90 532 963 34 91,,bilgi@ailekonut.com.tr,BAD,Ahmet Kılıç,Beykoz,Generated Database,Generated
Ege Yeni Yatırım Gayrimenkul A.Ş.,+90 212 408 59 23,https://www.egeyeniyatirima.org.tr,mudur@egeyeniyatirima.org.tr,BAD,Sibel Özkan,Beykoz,Generated Database,Generated
İleriye Pazarlama Ltd. Şti.,+90 541 541 38 92,,musteri@ileriyepazarlam.net.tr,BAD,Sibel Yıldız,Beykoz,Generated Database,Generated
Corporate Sales San. Tic. A.Ş.,+90 216 673 93 66,https://www.corporatesaless.com,danisan@corporatesaless.com,BAD,Kemal Yıldız,Beykoz,Generated Database,Generated
Sağlam Kiralama Gayrimenkul A.Ş.,+90 216 603 79 70,https://www.saglamkiralamaa.com.tr,genel@saglamkiralamaa.com.tr,BAD,Esra Güler,Beykoz,Generated Database,Generated
Our Solid Project Ltd. Şti.,+90 216 566 76 65,https://www.oursolidproject.com.tr,support@oursolidproject.com.tr,BAD,Osman Ateş,Beykoz,Generated Database,Generated
Superior Konsultant Gayrimenkul A.Ş.,+90 547 802 65 56,https://www.superiorkonsult.info.tr,info@superiorkonsult.info.tr,BAD,Burak Şahin,Beykoz,Generated Database,Generated
